0.045454547,0.27272728,0.045454547,0.045454547,0.0,0.0,0.045454547,0.22727273,0.0,0.045454547,0.0,0.045454547,0.0,0.09090909,0.0,0.0,0.045454547,0.0,0.09090909,0.0
0.0,0.13333334,0.06666667,0.26666668,0.0,0.0,0.0,0.13333334,0.0,0.0,0.0,0.06666667,0.06666667,0.06666667,0.13333334,0.0,0.0,0.0,0.0,0.06666667
0.0,0.15789473,0.05263158,0.05263158,0.0,0.0,0.05263158,0.2631579,0.0,0.0,0.0,0.05263158,0.05263158,0.10526316,0.0,0.0,0.05263158,0.0,0.15789473,0.0
0.0,0.125,0.125,0.0625,0.0,0.0,0.0625,0.375,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0
0.03448276,0.27586207,0.10344827,0.03448276,0.0,0.1724138,0.0,0.2413793,0.0,0.0,0.03448276,0.0,0.0,0.06896552,0.0,0.0,0.0,0.0,0.0,0.03448276
0.04255319,0.06382979,0.08510638,0.021276595,0.04255319,0.04255319,0.04255319,0.06382979,0.06382979,0.06382979,0.04255319,0.04255319,0.06382979,0.08510638,0.0,0.04255319,0.021276595,0.08510638,0.021276595,0.06382979
0.022727273,0.045454547,0.11363637,0.0,0.045454547,0.06818182,0.09090909,0.045454547,0.06818182,0.022727273,0.045454547,0.022727273,0.045454547,0.11363637,0.0,0.045454547,0.022727273,0.045454547,0.09090909,0.045454547
0.0,0.0,0.09090909,0.030303031,0.0,0.0,0.030303031,0.21212122,0.121212125,0.09090909,0.030303031,0.060606062,0.030303031,0.18181819,0.0,0.030303031,0.030303031,0.060606062,0.0,0.0
0.046511628,0.116279066,0.023255814,0.069767445,0.023255814,0.046511628,0.069767445,0.046511628,0.0,0.023255814,0.046511628,0.023255814,0.093023255,0.023255814,0.0,0.023255814,0.046511628,0.093023255,0.093023255,0.093023255
0.0,0.078947365,0.078947365,0.05263158,0.02631579,0.02631579,0.0,0.13157895,0.02631579,0.02631579,0.02631579,0.02631579,0.05263158,0.2631579,0.05263158,0.02631579,0.02631579,0.05263158,0.02631579,0.0
0.0882353,0.14705883,0.23529412,0.029411765,0.05882353,0.0882353,0.0,0.0882353,0.0,0.0,0.0,0.0,0.0,0.0882353,0.029411765,0.0,0.029411765,0.029411765,0.029411765,0.05882353
0.0,0.05882353,0.29411766,0.0,0.0,0.029411765,0.05882353,0.11764706,0.029411765,0.029411765,0.029411765,0.029411765,0.0,0.11764706,0.0,0.05882353,0.05882353,0.029411765,0.029411765,0.029411765
0.048780486,0.121951215,0.2195122,0.024390243,0.048780486,0.07317073,0.0,0.121951215,0.0,0.0,0.0,0.048780486,0.024390243,0.121951215,0.024390243,0.024390243,0.024390243,0.024390243,0.024390243,0.024390243
0.0,0.09090909,0.21212122,0.0,0.0,0.030303031,0.030303031,0.121212125,0.030303031,0.030303031,0.030303031,0.09090909,0.030303031,0.121212125,0.030303031,0.030303031,0.060606062,0.030303031,0.030303031,0.0
0.0,0.055555556,0.19444445,0.055555556,0.0,0.027777778,0.083333336,0.083333336,0.027777778,0.027777778,0.055555556,0.055555556,0.027777778,0.055555556,0.027777778,0.055555556,0.083333336,0.027777778,0.055555556,0.0
0.11111111,0.074074075,0.037037037,0.037037037,0.0,0.11111111,0.11111111,0.074074075,0.074074075,0.11111111,0.037037037,0.0,0.0,0.0,0.037037037,0.074074075,0.0,0.074074075,0.0,0.037037037
0.12903225,0.09677419,0.12903225,0.032258064,0.0,0.0,0.032258064,0.06451613,0.06451613,0.0,0.032258064,0.032258064,0.06451613,0.16129032,0.0,0.032258064,0.032258064,0.0,0.09677419,0.0
0.107142866,0.035714287,0.107142866,0.071428575,0.0,0.0,0.071428575,0.107142866,0.035714287,0.035714287,0.0,0.0,0.071428575,0.107142866,0.071428575,0.035714287,0.071428575,0.0,0.071428575,0.0
0.04,0.12,0.08,0.04,0.04,0.08,0.08,0.08,0.04,0.12,0.04,0.0,0.0,0.04,0.04,0.08,0.0,0.04,0.04,0.0
0.1,0.1,0.1,0.05,0.0,0.05,0.1,0.05,0.05,0.15,0.05,0.0,0.0,0.0,0.05,0.1,0.0,0.05,0.0,0.0
0.0,0.09756097,0.19512194,0.024390243,0.024390243,0.024390243,0.14634146,0.048780486,0.0,0.024390243,0.048780486,0.0,0.09756097,0.07317073,0.048780486,0.024390243,0.024390243,0.048780486,0.024390243,0.024390243
0.030303031,0.030303031,0.15151516,0.09090909,0.0,0.030303031,0.0,0.121212125,0.121212125,0.030303031,0.121212125,0.030303031,0.030303031,0.060606062,0.030303031,0.030303031,0.030303031,0.030303031,0.030303031,0.0
0.025641026,0.051282052,0.15384616,0.025641026,0.0,0.025641026,0.051282052,0.12820514,0.0,0.025641026,0.102564104,0.025641026,0.102564104,0.102564104,0.025641026,0.051282052,0.051282052,0.0,0.025641026,0.025641026
0.0,0.09756097,0.1707317,0.024390243,0.024390243,0.024390243,0.121951215,0.048780486,0.0,0.048780486,0.0,0.07317073,0.09756097,0.048780486,0.048780486,0.048780486,0.024390243,0.024390243,0.048780486,0.024390243
0.0,0.04761905,0.16666667,0.023809524,0.0,0.04761905,0.071428575,0.0952381,0.0,0.023809524,0.071428575,0.071428575,0.14285715,0.04761905,0.023809524,0.04761905,0.04761905,0.023809524,0.023809524,0.023809524
0.102564104,0.051282052,0.07692308,0.025641026,0.025641026,0.025641026,0.102564104,0.051282052,0.0,0.0,0.102564104,0.025641026,0.051282052,0.102564104,0.051282052,0.0,0.051282052,0.025641026,0.102564104,0.025641026
0.07692308,0.102564104,0.12820514,0.025641026,0.025641026,0.051282052,0.12820514,0.025641026,0.025641026,0.025641026,0.025641026,0.0,0.051282052,0.07692308,0.051282052,0.025641026,0.025641026,0.051282052,0.051282052,0.025641026
0.081081085,0.081081085,0.10810811,0.027027028,0.0,0.054054055,0.10810811,0.054054055,0.0,0.027027028,0.081081085,0.027027028,0.054054055,0.13513514,0.027027028,0.027027028,0.027027028,0.027027028,0.027027028,0.027027028
